1.25000000000000000e0,3.90625000000000000e-3,9.76562500000000000e-4,9.99218673676236402e-1
8.00000000000000000e0,7.81249999999999913e-3,1.38777878078144444e-17,1.00000000000000000e0
5.84664383862400427e0,1.17187500000000017e-2,5.12196597408310900e-12,9.99999999999123923e-1
1.79200303385732695e0,9.96093749999999889e-1,9.93010819269861345e-1,6.26779683620037470e-2
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,1.28729378088792146e-1,7.54086852474247090e-8,9.99999990573913977e-1
7.64731954270973802e0,3.96390872069787292e-1,8.44740075143221038e-4,9.99889497179931475e-1
1.40410253399750218e0,2.53039458561943320e-1,1.45216213704300795e-1,8.94268901281973672e-1
1.25000000000000000e0,3.51562500000000000e-2,1.52231028008983360e-2,9.87802864485006871e-1
8.00000000000000000e0,3.90624999999999931e-2,5.42101086242751409e-12,9.99999999999322320e-1
7.13963332067942247e0,4.29687500000000069e-2,1.74265579303786575e-10,9.99999999975591747e-1
3.18735120526980609e0,9.96093749999999889e-1,9.87602518178366084e-1,2.52233163674740801e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,3.28018642276219907e-1,1.34025739848146795e-4,9.99983245800090681e-1
1.83342076145345345e0,6.82594379809415841e-1,4.96535685360767975e-1,6.87773155771195244e-1
2.03735239175148308e0,7.86971759416701389e-1,6.13807401763183713e-1,6.26887626534486264e-1
1.25000000000000000e0,6.64062500000000000e-2,3.37101895925506073e-2,9.72939689105993155e-1
8.00000000000000000e0,7.03124999999999861e-2,5.97393259860189609e-10,9.99999999925325844e-1
3.55192495137453079e0,7.42187500000000139e-2,9.73081464747941238e-5,9.99972603151949246e-1
3.11630130838602781e0,9.96093749999999889e-1,9.87877190992263676e-1,2.42684062569497316e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,6.83370635897517786e-1,4.75609485482062500e-2,9.93927368166141689e-1
5.55624571110820398e0,1.08497925907613535e-1,4.37083579762630705e-6,9.99999213345870941e-1
5.06269175186753273e0,3.44700390755861008e-1,4.55208426926483490e-3,9.99099210152790351e-1
1.25000000000000000e0,9.76562500000000000e-2,5.45915033569284586e-2,9.56083010485366813e-1
8.00000000000000000e0,1.01562499999999986e-1,1.13205378543534830e-8,9.99999998584932714e-1
7.08245177450589836e0,1.05468750000000014e-1,1.20592810182618741e-7,9.99999982973012735e-1
3.42328424775041640e0,9.96093749999999889e-1,9.86690968998916396e-1,2.83159426554500993e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,3.60372121936052281e-1,2.84452330195452394e-4,9.99964439033002028e-1
5.45931633876170963e0,1.58896923690008407e-1,4.35147744947614459e-5,9.99992029121384407e-1
7.18058079364709556e0,4.29116609293487272e-1,2.29973308098485336e-3,9.99679411385214323e-1
1.25000000000000000e0,1.28906250000000000e-1,7.72400361217169956e-2,9.37715283952770595e-1
8.00000000000000000e0,1.32812499999999972e-1,9.68080815649806158e-8,9.99999987898989251e-1
7.99637225520564243e0,1.36718750000000028e-1,1.22958803233769006e-7,9.99999984623175853e-1
4.72087753674713895e0,9.96093749999999889e-1,9.81692614597976299e-1,4.28529553660432994e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,8.46698851701148669e-1,2.64138535888489845e-1,9.62386467366922904e-1
4.30451003648340702e0,2.42798823219345650e-1,2.25833165923406938e-3,9.99474901470563393e-1
6.68823046993929893e0,6.57501080395377357e-1,6.05410051581969505e-2,9.90705995403326378e-1
1.25000000000000000e0,1.60156250000000000e-1,1.01316426671723595e-1,9.18090392718665660e-1
8.00000000000000000e0,1.64062499999999972e-1,5.24897616496765953e-7,9.99999934387782896e-1
1.83271114481613040e0,1.67968750000000028e-1,3.80248596222779039e-2,9.79069512703602873e-1
4.55880950205028057e0,9.96093749999999889e-1,9.82315517403728133e-1,4.12666981730048010e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,6.00452562812279211e-1,1.68977788640215475e-2,9.97871995507181309e-1
2.59124239656375721e0,4.02125989398882666e-1,9.43640147575854210e-2,9.62471247415674358e-1
4.61486561270430684e0,7.95132225093766465e-1,3.47169051169832266e-1,9.11735740721359211e-1
1.25000000000000000e0,1.91406250000000000e-1,1.26603334220864200e-1,8.97365200467358903e-1
8.00000000000000000e0,1.95312499999999972e-1,2.11758236813574831e-6,9.99999735301958736e-1
6.23170979938004166e0,1.99218750000000028e-1,4.30159192717010047e-5,9.99993097127851338e-1
2.47541363310301676e0,9.96093749999999889e-1,9.90358262762926156e-1,1.53339268383381216e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,1.16443951492328779e-1,3.38014614066198248e-8,9.99999995774817241e-1
2.56798717920901254e0,1.62575021722659585e-1,9.41881629526886144e-3,9.96321617902929502e-1
6.41231424058787525e0,7.16788996355717245e-1,1.18228931392097461e-1,9.80569199408414471e-1
1.25000000000000000e0,2.22656250000000000e-1,1.52947933289164978e-1,8.75645026163489826e-1
8.00000000000000000e0,2.26562499999999972e-1,6.94231357069307486e-6,9.99999132208167940e-1
3.34062170860124752e0,2.30468750000000028e-1,7.42553868817911675e-3,9.97771391787950823e-1
7.92125581932486966e0,9.96093749999999889e-1,9.69472666811905803e-1,6.43729140489220586e-1
1.25000000000000000e0,1.00000000000000003e-300,0.00000000000000000e0,1.00000000000000000e0
8.00000000000000000e0,7.71160696272090718e-1,1.25071711910502953e-1,9.83437030572817505e-1
2.44218089838977903e0,5.90252969627726998e-1,2.75952173160224024e-1,8.76150850516829394e-1
